Ejecución,Tmax,Tiempo (s),Iteración óptima,Eficiencia,sA,sB,sRail,pRail,pA_x,pA_y,pA_z,pB_x,pB_y,pB_z
14,1.3618099384570777,1.492469072341919,132,0.9124543775772743,0.42358800425896254,0.9683976758782552,0.8359687162263028,0.3745732699236435,0.16257326992364346,0.34194776046540176,0.4351934957303326,0.36257326992364347,0.34194776046540176,0.4351934957303326
15,1.162163721916897,1.4537296295166016,105,0.7994359462174153,0.2860160958538133,0.811324640627466,0.9886589724771397,0.07077186524914329,0.25284843231202137,-0.18468489992474035,0.11156736558094837,0.4528484323120214,-0.18468489992474035,0.11156736558094837
16,1.3317063025851505,1.7742342948913574,56,0.7505808598219524,0.4922387394394365,0.8625718604722111,1.0,0.22615066573904574,0.31215360146490906,-0.4620531354430252,0.34461468882061286,0.5121536014649091,-0.4620531354430252,0.34461468882061286
17,1.3978274381019302,1.7088537216186523,72,0.8179912770871264,0.3630626494518821,0.818842434462767,0.832174441522159,0.38187274685078204,0.23309562064178835,0.3207483537151703,0.3167638456496641,0.43309562064178836,0.3207483537151703,0.3167638456496641
18,1.7886011696424924,2.570957899093628,97,0.6956944609139848,0.2827492609162777,0.6439084813739315,0.9932277510857115,0.2515507246896587,0.09792293760542635,0.2198716403267511,0.4447763526074867,0.2979229376054264,0.2198716403267511,0.4447763526074867
19,1.4491026757194243,1.9980130195617676,78,0.7252718883870246,0.3244892773461243,0.9935353441210424,0.865446878739299,0.16845495544945885,0.03422594701859772,0.05304401608756315,0.46596109374662464,0.23422594701859772,0.05304401608756315,0.46596109374662464
20,1.3946190819250435,1.4799785614013672,73,0.9423238405592185,0.28538988752824507,0.7500800216502831,0.8294197958329891,0.24394918679329236,0.2438858336668066,-0.010565911012825557,0.31435675353247605,0.4438858336668066,-0.010565911012825557,0.31435675353247605
21,1.4118127553947653,1.439375638961792,94,0.9808508058487724,0.38558580204439086,0.9888567725092181,0.9226305397949944,0.16453944949424598,0.09163048527184267,-0.13465086736319487,0.5194392069905243,0.29163048527184265,-0.13465086736319487,0.5194392069905243
22,1.5997295088389947,0.9034242630004883,83,1.770740032513528,0.47629330362473826,0.7319599858284727,1.0,0.5136181572403394,0.3016181572403394,-0.34634025959731546,0.6079667054599833,0.5016181572403394,-0.34634025959731546,0.6079667054599833
23,1.150820582387005,2.5676987171173096,114,0.44819143878336404,0.27362353789521743,0.9385091952790496,0.928207221421048,0.18766162801423297,0.221936142268493,0.2197075001998977,0.04036933371589824,0.421936142268493,0.2197075001998977,0.04036933371589824
24,1.4269824132146693,1.4609265327453613,46,0.9767653480377932,0.4507827438874641,0.7351713160549608,1.0,0.543535965406767,0.33705200001873103,0.42391186129302727,0.3470978067239525,0.5370520000187311,0.42391186129302727,0.3470978067239525
25,1.0262242920825098,0.9096357822418213,82,1.1281705404698934,0.4901402836554447,0.8567844406074996,0.9331187455155604,0.32467592194672906,0.4185643912676114,-0.2758702393994637,0.04110743509286008,0.6185643912676114,-0.2758702393994637,0.04110743509286008
26,0.8941808710235042,0.897052526473999,80,0.9967987878460336,0.536183894274345,0.8989580925630566,0.968514037891752,0.6621380268666949,0.4571495221913172,0.05332194537815049,0.13427891686662208,0.6571495221913173,0.05332194537815049,0.13427891686662208
27,1.1119700336973493,2.325772285461426,11,0.4781078700818459,0.4664926332269707,0.7990633161769947,1.0,0.3282855436330001,0.3931418711705125,-0.30089224820400534,0.1548541604895758,0.5931418711705125,-0.30089224820400534,0.1548541604895758
28,1.2775446638261936,2.3040592670440674,144,0.5544756083749469,0.4106672536179372,0.9616008415935173,0.98662907174607,0.3684722888821833,0.16284761590305843,-0.2333698008889019,0.4407553717192707,0.3628476159030585,-0.2333698008889019,0.4407553717192707
29,1.2293190205690327,0.9156303405761719,140,1.3425931471378159,0.3952869768561277,0.8976072536313497,0.9282678334907992,0.3756311621737507,0.25342795799422446,0.37498101127620376,0.17690440842553878,0.4534279579942245,0.37498101127620376,0.17690440842553878
30,1.0003160060134348,1.4475200176239014,134,0.6910550416121014,0.3218259701132318,1.0,0.9686129935284734,0.1549714071121694,0.29015628404526,0.05227053411922278,0.1292785948159786,0.49015628404526,0.05227053411922278,0.1292785948159786
